Station,mean,sum,count
CASTLEMORE AND BRIDLEW,41.333333333333336,124,3
CASTLEMORE AND EVEREST,30.0,30,1
CASTLEMORE AND MARKHAM,48.0,48,1
CASTLEMORE AND RIDGECR,14.0,42,3
CASTLEMORE AND THE BRI,14.666666666666666,44,3
CASTLETON AND HENRIETT,37.75,151,4
CASTLR FRANK STATION,10.0,10,1
CATUS AND GREEN BUSH R,23.0,23,1
CAVEHILL CRESCENT AND,24.0,24,1
CAVELL AND ROYAL YORK,41.0,41,1
CEDARVALE STATION,12.232558139534884,526,43
CEDARVALE STATION - BU,5.0,10,2
CEDARVALE STATION / EG,12.0,12,1
CEDARVALE YU STATION,3.0,6,2
CEDARVALESTATION,5.0,5,1
CEDERVALE STATION,14.0,84,6
CEENTENNIAL BUS LOOPS,10.0,10,1
CENNTENARY LOOP,27.0,27,1
CENNTENIAL COLLEGE,46.0,138,3
CENNTENNIAL COLLEGE,0.0,0,1
CENNTENNIAL COLLEGE -,12.0,12,1
CENTENARY HOSIPTAL LOO,0.0,0,1
CENTENARY HOSPITAL,18.333333333333332,55,3
CENTENARY HOSPITAL BUS,12.0,12,1
CENTENARY HOSPITAL LOO,12.25,49,4
CENTENARY HOSPTITAL LO,12.0,12,1
CENTENIAL COLLEGE,9.0,18,2
CENTENIAL COLLEGE AND,0.0,0,2
CENTENIARY HOSPITAL GR,15.0,15,1
CENTENNARY HOSPITAL LO,138.0,138,1
CENTENNIAL AND COLLEGE,16.0,16,1
CENTENNIAL AND LAWSON,12.0,12,1
CENTENNIAL AND MILITAR,12.0,12,1
CENTENNIAL BUS TERMINA,8.0,8,1
CENTENNIAL CICIREL LOO,0.0,0,1
CENTENNIAL CIRCLE,0.0,0,1
CENTENNIAL CIRCLE AND,15.0,15,1
CENTENNIAL COLLEGE,28.441176470588236,1934,68
CENTENNIAL COLLEGE - L,8.0,8,1
CENTENNIAL COLLEGE - P,20.0,20,1
CENTENNIAL COLLEGE AND,26.0,156,6
CENTENNIAL COLLEGE BUS,9.692307692307692,252,26
CENTENNIAL COLLEGE ENT,109.0,109,1
CENTENNIAL COLLEGE LOO,77.18181818181819,849,11
CENTENNIAL COLLEGE STO,658.0,1316,2
CENTENNIAL COLLEGE TER,16.0,48,3
CENTENNIAL N OF DERRY,14.0,14,1
CENTENNNIAL COLLEGE BU,22.0,22,1
CENTENTIAL COLLEGE,11.0,22,2
CENTINNIAL COLLEGE BUS,15.0,15,1
CERAMIC AND ASHWARREN,38.0,38,1
CERAMIC AND ST REGIS,122.0,122,1
CERAMIC RD AND LEPAGE,18.0,18,1
CETENNIAL COLLEGE CAMP,8.0,8,1
CHAMPAGNE AND CHESSWOO,165.0,330,2
CHAMPAGNE AND CHESTWOO,265.0,265,1
CHAMPAGNE AND FINCH,0.0,0,1
CHAMPAGNE DR AND CHESS,0.0,0,1
CHAPLAIN AND ROSELAWN,71.0,71,1
CHAPLIN (EGLINTON TO R,117.0,117,1
CHAPLIN AND AVENUE,54.333333333333336,326,6
CHAPLIN AND COLIN,31.333333333333332,94,3
CHAPLIN AND DAVISVILLE,26.0,26,1
CHAPLIN AND DUNCANNON,26.0,26,1
CHAPLIN AND DUPLEX,39.833333333333336,239,6
CHAPLIN AND EGLINTON,42.76923076923077,556,13
CHAPLIN AND LASCELLES,980.0,980,1
CHAPLIN AND N OF EGLIN,143.0,143,1
CHAPLIN AND ORIOLE PKW,9.0,18,2
CHAPLIN AND ROSELAWN,98.6,493,5
CHAPLIN AND RUSSELL WE,22.0,22,1
CHAPLIN AND S OF ROSEL,18.0,18,1
CHAPLIN AND SPADINA,130.16666666666666,781,6
CHAPLIN BETWEEN EGLINT,29.0,29,1
CHAPLIN CRES,22.0,22,1
CHAPLIN CRES AND WARRE,25.0,25,1
CHAPLIN CRESCENT,26.0,52,2
CHAPLIN CRESCENT AND O,22.0,22,1
CHAPLIN CRESCENT SOUTH,260.5,521,2
CHAPLING AND DUPLEX,30.0,30,1
CHERRY AND COMMISIONER,12.0,12,1
CHERRY AND COMMISSIONE,4.0,20,5
CHERRY AND FRONT,21.333333333333332,128,6
CHERRY AND LAKE SHORE,17.857142857142858,125,7
CHERRY AND LAKESHORE,35.3,353,10
CHERRY AND MILL,0.0,0,1
CHERRY AND POLSON,3.75,15,4
CHERRY AND UNWIN,11.5,23,2
CHERRY BEACH,8.571428571428571,60,7
CHERRY BEACH AND CLARK,25.0,25,1
CHERRY BEACH LOOP,21.25,85,4
CHERRY BEACH PARK,0.0,0,2
CHERRY BRIDGE,86.0,86,1
CHERRY ST AND COMMISSI,12.0,12,1
CHESSWOOD AND FINCH,0.0,0,1
CHESSWOOD AND SHEPPARD,84.0,84,1
CHESSWOOD AND STEEPROC,29.428571428571427,206,7
CHESSWOOD AND STEPROCK,32.0,32,1
CHESTER STATION,0.0,0,1
CHESTWOOD AND STEEPROC,10.0,10,1
CHESWOOD AND SHEPPARD,50.0,50,1
CHILTEN AND O'CONNOR,67.0,67,1
CHISHOLM AND CREWE,25.0,25,1
CHISHOLM AND EPSOM,18.0,18,1
CHISHOLM AND LUMSDEM,539.0,539,1
CHISHOLM AND LUMSDEN,15.0,30,2
CHISHOLM AVE AND ORLEY,20.0,20,1
CHRISTIE AND BARTON,11.0,33,3
CHRISTIE AND BENSON,30.0,30,1
CHRISTIE AND BLOOR,42.0,84,2
CHRISTIE AND DAVENPORT,114.77777777777777,1033,9
CHRISTIE AND DAVEPORT,30.0,30,1
CHRISTIE AND DUPONT,110.75,443,4
CHRISTIE AND FOLLIS,18.0,18,1
CHRISTIE AND LAMBERTLO,30.0,30,1
CHRISTIE AND MELITA,20.0,40,2
CHRISTIE AND ST CLAIR,24.22222222222222,218,9
CHRISTIE AND ST. CLAIR,18.0,18,1
CHRISTIE AND TYRREL,140.0,140,1
CHRISTIE STATION,14.272727272727273,157,11
CHRSITIE AND ST CLAIR,4.0,4,1
CHURCH AND ADELAIDE,8.0,8,1
CHURCH AND ESPLANADE,13.333333333333334,40,3
CHURCH AND FRONT,15.0,15,1
CHURCH AND GLOUCESTER,10.0,10,1
CHURCH AND JANE,21.666666666666668,65,3
CHURCH AND KING GEORGE,34.0,34,1
CHURCH AND PINE,104.0,208,2
CHURCH AND QUEEN,10.0,10,1
CHURCH AND ROSEMOUNT,112.0,224,2
CHURCH AND THE ESPLANA,19.5,39,2
CHURCH AND UPHILL,48.0,144,3
CHURCH AND WELLESLEY,36.25,145,4
CHURCH AND WESTON,9.45,189,20
CHURCHILL AND VICTORY,23.5,47,2
CLAIRE PORT LOOP,21.0,21,1
CLAIREPOINT AND ALBION,24.0,48,2
CLAIREPORT AND ALBION,25.09090909090909,276,11
CLAIREPORT CRES AND AL,24.0,24,1
CLAIREPORT CRESCENT AN,0.0,0,1
CLAIREPORT LOOP,22.0,22,1
CLAIREPORT LOOP- ALBIO,19.0,19,1
CLAIREVILLE AND HUDDER,20.0,20,1
CLAIREVILLE AND HUMBER,10.0,10,1
CLAIREVILLE DR AND HUM,20.0,20,1
CLAIRPORT AND ABLION,22.0,22,1
CLAIRPORT AND ALBION,19.454545454545453,214,11
CLAIRVILLE AND HUMBERL,14.0,14,1
CLARK AND BATHURST,12.5,25,2
CLAYSON AND BARTOR,14.333333333333334,43,3
CLAYSON AND HUXLEY,55.0,165,3
CLAYSON AND WILSON,17.666666666666668,106,6
CLEARVILLE AND HUMBERL,10.0,10,1
CLIFF AND ALLIANCE,106.0,106,1
CLIFF AND CORDELLA,22.5,45,2
CLONMORE AND CORNELL,22.0,22,1
CLONMORE AND GERRARD S,815.0,815,1
CLONMORE AND QUEENSBUR,22.0,22,1
CLONMORE DRIVE AND QUE,45.0,45,1
CLUB HOUSE AND JANE,0.0,0,1
CNE (SPRINGHURST) LOOP,8.0,8,1
CNE LOOP,30.0,30,1
CNE LOOP EASTERN ENTRA,10.0,10,1
COE HILL AND ELLIS GAR,15.0,15,1
COE HILL AND THE QUEEN,15.0,15,1
COE HILL AND WINDERMER,9.0,9,1
COL SAM SMITH LOOP,18.5,37,2
COL SAM SMITH/LOOP,17.0,17,1
COL SAMUEL SMITH LOOP,8.0,8,1
COLENEL SAMUEL SMITH P,10.0,10,1
COLINS AND CHALLENGER,21.0,21,1
COLINS AND ELLESMERE,16.0,16,1
COLLEGE AND BAY,25.0,25,1
COLLEGE AND CRAWFORD,14.0,14,1
COLLEGE AND GRACE,0.0,0,1
COLLEGE AND HENRY,15.0,15,1
COLLEGE AND HENRY STRE,9.0,9,1
COLLEGE AND OSSINGTON,15.0,45,3
COLLEGE AND QUEENS PAR,0.0,0,1
COLLEGE AND UNIVERSITY,70.5,141,2
COLLEGE AND YONGE,0.0,0,2
COLLEGE PARK AND UNIVE,0.0,0,1
COLLINGGROVE AND LAWRE,7.0,7,1
COLLINGSGROVE AND LAWR,9.666666666666666,29,3
COLLINS GROVE AND LAWR,10.0,20,2
COLLINSGROVE AND COLLI,16.0,16,1
COLLINSGROVE AND KINGS,10.0,20,2
COLLINSGROVE AND LAWRE,13.533333333333333,203,15
COLONEL SAM SMITH AND,10.0,10,1
COLONEL SAM SMITH LOOP,8.5,17,2
COLONEL SAM SMITH PARK,10.0,10,1
COLONEL SAMUAL SMITH L,44.0,44,1
COLONEL SAMUEL AND HUM,7.2,36,5
COLONEL SAMUEL LOOP,9.0,9,1
COLONEL SAMUEL LOOP (L,5.0,5,1
COLONEL SAMUEL PARK,7.666666666666667,23,3
COLONEL SAMUEL PARK AN,8.9,89,10
COLONEL SAMUEL PARK LO,7.0,21,3
COLONEL SAMUEL PK AND,6.0,6,1
COLONEL SAMUEL SMIH PA,7.0,7,1
COLONEL SAMUEL SMITH,15.0,15,1
COLONEL SAMUEL SMITH A,8.333333333333334,25,3
COLONEL SAMUEL SMITH D,7.0,7,1
COLONEL SAMUEL SMITH L,7.6923076923076925,100,13
COLONEL SAMUEL SMITH P,7.461538461538462,291,39
COLONEL SMITH PARK LOO,8.0,8,1
COLONELS SAMUELS LOOP,12.0,12,1
COLONIAL SAMUEL SMITH,4.0,4,1
COLVILLE AND SHEFFIELD,50.0,50,1
COMMANDER AND HUNTINGW,45.0,45,1
COMMANDER AND MCCOWAN,33.0,594,18
COMMANDER AND NORTH WI,25.0,50,2
COMMISIONER AND SAULTE,8.0,8,1
COMMISIONERS AND LESLI,22.0,132,6
COMMISIONERS AND LOGAN,14.5,29,2
COMMISIONERS AND SAULT,9.5,95,10
COMMISIONERS ST AND CA,10.0,10,1
COMMISSION AND SAULTER,0.0,0,1
COMMISSIONER AND CARLA,8.0,8,1
COMMISSIONER AND LAKES,10.0,10,1
COMMISSIONER AND LESLI,8.25,33,4
COMMISSIONER AND LOGAN,12.0,12,1
COMMISSIONER AND SAULT,107.0,107,1
COMMISSIONERS (RIGHT A,30.0,30,1
COMMISSIONERS AND BOUC,7.666666666666667,46,6
COMMISSIONERS AND CARL,13.5,108,8
COMMISSIONERS AND DON,10.0,10,1
COMMISSIONERS AND LAKE,10.0,10,1
COMMISSIONERS AND LESL,14.125,113,8
COMMISSIONERS AND LOGA,11.714285714285714,82,7
COMMISSIONERS AND SAUL,8.162162162162161,302,37
COMMISSIONERS AND SHUT,8.0,8,1
COMMISSIONERS STREET,12.0,12,1
COMMISSONERS AND SAULT,9.0,9,1
COMMMSIONERS AND SAULT,8.0,8,1
COMSTOCK AND PHARMACY,0.0,0,1
COMSTOCK AND SIMMOTT,0.0,0,1
COMSTOCK AND WARDEN,0.0,0,2
COMSTOCK AND WYNFORD,5.0,5,1
COMSUMERS AND YORKLAND,31.0,31,1
CONACHER AND CUMMER,121.0,121,1
CONCORD AND BLOOR,16.666666666666668,50,3
CONCORD AND MCDONALDS,10.0,10,1
CONCORD AND WYNFORD,23.0,46,2
CONCORD GATE AND CONCO,5.333333333333333,16,3
CONCORD PL AND CONCORD,8.0,8,1
CONCORD PLACE,13.0,26,2
CONCORD PLACE AND CONC,8.0,16,2
CONCORD PLACE AND WYNF,11.5,23,2
CONCORD PLACE LOOP,20.0,20,1
CONCORDE AND CONCORDE,7.0,14,2
CONCORDE AND MCDONALD',10.0,10,1
CONCORDE AT MCDONALD'S,6.0,6,1
CONCORDE GATE AND CONC,20.0,20,1
CONCORDE PL AND CONCOR,9.5,38,4
CONCORDE PLACE,10.0,20,2
CONCORDE PLACE AND CON,5.894736842105263,112,19
CONCORDE PLACE AND COR,0.0,0,1
CONCORDE PLACE AND WYN,5.0,10,2
CONCORDE PLACE AT MCDO,9.0,9,1
CONFERENCE BLVD AND PO,12.0,12,1
CONLINS AND ELLESMERE,15.0,15,1
CONLINS RD ELLESMERE,0.0,0,1
CONSILIUM AND CORPORAT,87.0,87,1
CONSILLIUM AND CORPORA,8.0,8,1
CONSILLIUM AND PROGRES,81.0,81,1
CONSILLIUM PL AND PROG,10.0,10,1
CONSUMER AND YORKLAND,89.0,89,1
CONSUMERS AND HALLCROW,0.0,0,2
CONSUMERS AND LESLIE,10.0,10,1
CONSUMERS AND SHEPPARD,24.25,97,4
CONSUMERS AND VICTORIA,41.857142857142854,293,7
CONSUMERS AND YORKLAND,83.7,837,10
CONSUMERS RD AND VICTO,22.0,22,1
COOKFIELD AND WILMINGH,9.0,9,1
COOPER AND QUEENS QUAY,6.0,6,1
COPORATE AND LEE CENTR,13.0,13,1
COPRORATE AND LEE,15.0,15,1
CORDELLA AND LOUVAIN,243.0,243,1
CORDOVA AND DUNDAS,25.2,126,5
CORDOVA AND ISLINGTON,45.0,135,3
CORNATION AND WALLSEND,18.0,18,1
CORONATION AND BEECHGR,18.0,18,1
CORONATION AND CHEMICA,24.0,48,2
CORONATION AND WALLAND,20.0,20,1
CORONATION AND WALLS,20.0,20,1
CORONATION AND WALLSEN,18.9375,303,16
CORONATION DR AND WALL,18.0,36,2
CORPORATE AND CONSILIU,0.0,0,1
CORPORATE AND CONSILLI,15.0,15,1
CORPORATE AND LEE,8.0,8,1
CORPORATE AND LEE CENT,12.88888888888889,116,9
CORPORATE AND MCCOWAN,14.0,14,1
CORPORATE AND PROGRESS,598.0,598,1
CORPORATE DR AND CONSI,15.0,15,1
CORPORATE DR AND LEE,8.0,8,1
COSBURN - BETWEEN PAPE,40.0,40,1
COSBURN AND BROADVIEW,10.5,42,4
COSBURN AND CEDARVALE,360.0,720,2
COSBURN AND COXWELL,18.77777777777778,338,18
COSBURN AND DONLANDS,10.0,50,5
COSBURN AND DURANT,10.0,10,1
COSBURN AND GLEDHIL,10.0,10,1
COSBURN AND GLEDHILL,10.0,10,1
COSBURN AND GREENWOOD,10.0,30,3
COSBURN AND HALDON,254.33333333333334,763,3
COSBURN AND HALDON AVE,0.0,0,1
COSBURN AND HAMSTEAD,125.0,125,1
COSBURN AND LINSMORE,10.0,10,1
COSBURN AND LOGAN,7.857142857142857,55,7
COSBURN AND OAK PARK,10.0,10,1
COSBURN AND OAKPARK,10.0,10,1
COSBURN AND PAPE,89.2,892,10
COSBURN AND ROOSEVELT,10.0,10,1
COSBURN AND TODMORDEN,8.0,40,5
COSBURN AND TODMORTEN,10.0,10,1
COSBURN AND VIRGINIA,10.0,10,1
COSBURN AND VIRGINIA A,15.0,15,1
COSBURN AND WESTLAIKE,10.0,10,1
COSBURN AND WESTLAKE,5.0,10,2
COSBURN AND WOODBINE,13.666666666666666,164,12
COSBURN AND WOODMOUNT,32.333333333333336,97,3
COSBURN E OF PAPE,10.0,10,1
COSBURN ROUTE,504.0,504,1
COVINGTON AND BATHURST,9.0,18,2
COXELL STATION,10.0,10,1
COXWELL - GERRARD TO F,40.0,40,1
COXWELL ADN COSBURN,0.0,0,1
COXWELL AND BARKER,53.0,53,1
COXWELL AND CASCI,10.0,10,1
COXWELL AND CASCIE,10.0,10,1
COXWELL AND COSBURN,43.44444444444444,391,9
COXWELL AND DANFORTH,16.25,455,28
COXWELL AND DUNDAS,12.857142857142858,90,7
COXWELL AND EARL HAIG,5.0,10,2
COXWELL AND EASTERN,77.25,309,4
COXWELL AND EASTWOOD,12.2,122,10
COXWELL AND FAIRFORD,7.5,30,4
COXWELL AND GERRARD,23.2,232,10
COXWELL AND GLEBEHOLME,10.0,20,2
COXWELL AND HANSEN,0.0,0,1
COXWELL AND HANSON,16.666666666666668,50,3
COXWELL AND LOWER GERR,6.8,34,5
COXWELL AND MORTIMER,16.4,82,5
COXWELL AND MORTIMOR,11.0,11,1
COXWELL AND O'CONNOR,10.333333333333334,31,3
COXWELL AND PLAINS,14.0,98,7
COXWELL AND PLAINS RD,10.0,10,1
COXWELL AND PLANES,16.0,16,1
COXWELL AND QUEEN,20.785714285714285,291,14
COXWELL AND QUEENSDALE,252.0,252,1
COXWELL AND ROBBINS,10.0,10,1
COXWELL AND ROBINS,0.0,0,1
COXWELL AND ROBINSON,10.0,10,1
COXWELL AND SAMMON,27.428571428571427,192,7
COXWELL AND SPRINGDALE,10.666666666666666,32,3
COXWELL AND STRATHEARN,10.0,10,1
COXWELL AND STRATHMORE,94.0,94,1
COXWELL AND UPPER GERR,9.5,19,2
COXWELL AND VICTORIA P,30.0,30,1
COXWELL AND WOLVERLEIG,30.0,30,1
COXWELL AND WOODROW,10.0,10,1
COXWELL N OF MORTIMER,10.0,10,1
COXWELL STATION,14.166037735849057,3754,265
COXWELL STATION - BUS,10.0,10,1
COXWELL STATION ON STR,0.0,0,1
COXWELL SUBSTATION,0.0,0,1
COZWELL STATION,9.0,9,1
CRAIGHTON AND VICTORIA,11.0,11,1
CRAIGTON AN PHARMACY,15.0,15,1
CRAIGTON AND PHARMACY,12.0,252,21
CRAIGTON AND RANNOCK,8.0,8,1
CRAIGTON AND VICTORIA,10.0,10,1
CRAIGTON DR AND PHARMA,3.0,3,1
CRAIGTON DRIVE AND PHA,448.0,448,1
CRAOGTON AND PHARMACY,10.0,10,1
CRESCENT AAND MOUNT PL,25.0,25,1
CRESCENT AND CLUNY,104.75,419,4
CRESCENT AND MT PLEASA,24.0,24,1
CRESCENT AND ROSEDALE,24.5,49,2
CRESCENT AND SOUTH,25.0,50,2
CRESCENT AND WRENTHAM,25.0,25,1
CRESCENT AND YONGE,0.0,0,1
CRESCENT RD AND MOUNT,25.0,25,1
CRESCENT RD BEWTEEN YO,531.0,531,1
CRESENT AND MT. PLEASA,275.0,275,1
CRESENT TOWN RD TO DEN,0.0,0,1
CROSLAND AND PENWORTH,23.0,46,2
CROSLAND AND REDDINS,14.571428571428571,102,7
CROSSLAND AND PENWORTH,8.0,8,1
CROSSLAND AND REDDINS,17.0,51,3
CROSSLANDS AND REDDINS,10.0,10,1
CROW TRAIL AND BALDON,18.0,18,1
CROW TRAIL AND BALDOON,19.0,38,2
CROW TRAIL AND CARRYIN,18.0,18,1
CROW TRAIL AND HORSELE,0.0,0,1
CROW TRAIL AND NEILSON,17.5,35,2
CULFORD AND GEORGE AND,63.5,127,2
CULFORD AND GEORGE HEN,135.0,135,1
CULFORD AND GULLIVER,0.0,0,1
CULFORD AND HARROW,26.0,78,3
CULFORD AND LAWRENCE,36.0,36,1
CULFORD AND MAPLE LEAF,0.0,0,1
CULFORD AND WOOLTON,0.0,0,1
CULFORD AND WOOLTOWN,562.0,562,1
CULFORD AND WYNDALE,31.0,31,1
CUMMER AND BAYVIEW,22.304347826086957,513,23
CUMMER AND BEARDMORE,13.333333333333334,40,3
CUMMER AND CONACHER,38.0,38,1
CUMMER AND CRAIGMONT,13.5,27,2
CUMMER AND DON MILLS,9.0,9,1
CUMMER AND FLEMING,9.0,9,1
CUMMER AND LELIE,9.0,9,1
CUMMER AND LESLIE,17.0,170,10
CUMMER AND LESLIE TO C,135.0,135,1
CUMMER AND LESLIR,9.0,9,1
CUMMER AND MAXOME,5.333333333333333,16,3
CUMMER AND PINEWAY,55.333333333333336,166,3
CUMMER AND SILVERVIEW,37.0,37,1
CUMMER AND SNOWCREST,87.5,525,6
CUMMER AND WILLOW HEIG,9.0,9,1
CUMMER AND WILLOWDALE,106.0,848,8
CUMMER AND YONGE,16.0,256,16
CURITY AND O'CONNOR,13.333333333333334,40,3
CURITY AND O'CONNOR DR,0.0,0,1
CURITY AVE AND CRANFIE,26.0,26,1
D L GUNN BUILDING,0.0,0,1
DAN LECKIE AND QUEENS,2.0,2,1
DANESBURY AVENUE AND R,24.0,24,1
DANFORHT AND MAIN,11.0,11,1
DANFORTH AND ALBERT KA,0.0,0,1
DANFORTH AND AMROTH,0.0,0,1
DANFORTH AND AUGUST,56.333333333333336,169,3
DANFORTH AND BARINGTON,16.0,16,1
DANFORTH AND BARRINGTO,12.75,51,4
DANFORTH AND BARRYMORE,15.0,30,2
DANFORTH AND BING,12.0,12,1
DANFORTH AND BIRCHMOUN,16.071428571428573,450,28
DANFORTH AND BRIMLEY,36.42857142857143,255,7
DANFORTH AND BROADVIEW,5.75,23,4
DANFORTH AND BYNG,29.75,238,8
DANFORTH AND CAITHNESS,8.0,8,1
DANFORTH AND CARLAW,18.333333333333332,55,3
DANFORTH AND CARSLAKE,12.0,12,1
DANFORTH AND COTTON,20.0,20,1
DANFORTH AND COTTON (W,30.0,30,1
DANFORTH AND COXWELL,25.72222222222222,463,18
DANFORTH AND DANFORTH,10.272727272727273,226,22
DANFORTH AND DAVIDSON,25.0,25,1
DANFORTH AND DAWES,16.838709677419356,522,31
DANFORTH AND DONLANDS,15.75,63,4
DANFORTH AND DOWES,14.0,28,2
DANFORTH AND EASTWOOD,18.0,36,2
DANFORTH AND EATON,119.0,119,1
DANFORTH AND EDGELY,10.0,10,1
DANFORTH AND EGLINTON,12.857142857142858,180,14
DANFORTH AND ELDON,30.0,30,1
DANFORTH AND ELWARD,10.0,10,1
DANFORTH AND EMMOTT,15.0,30,2
DANFORTH AND GILLARD,0.0,0,2
DANFORTH AND GLEBEMOUN,15.0,15,1
DANFORTH AND GLEDHILL,150.5,301,2
DANFORTH AND GLENSHEPH,15.0,15,1
DANFORTH AND GLENSHEPP,10.0,10,1
DANFORTH AND GORDONRID,12.0,12,1
DANFORTH AND GREENWOOD,31.333333333333332,94,3
DANFORTH AND HART,7.666666666666667,23,3
DANFORTH AND HIGHVIEW,16.0,16,1
DANFORTH AND HILLINGTO,30.0,30,1
DANFORTH AND HOLLYHEDG,12.0,12,1
DANFORTH AND HUNTINGTO,13.333333333333334,40,3
DANFORTH AND JONES,8.0,16,2
DANFORTH AND KELVIN,18.0,18,1
DANFORTH AND LEYTON,18.0,18,1
DANFORTH AND LILY CUP,10.0,10,1
DANFORTH AND LINDEN,35.0,35,1
DANFORTH AND LINNSMORE,12.0,84,7
DANFORTH AND MAC,20.0,20,1
DANFORTH AND MACEY,25.0,25,1
DANFORTH AND MACK,21.333333333333332,64,3
DANFORTH AND MADELINE,30.0,30,1
DANFORTH AND MAGNOLIA,12.0,12,1
DANFORTH AND MAIN,11.916666666666666,286,24
DANFORTH AND MCDONALD,18.0,18,1
DANFORTH AND MCDONAOLD,16.0,16,1
DANFORTH AND MEDFORD,5.0,10,2
DANFORTH AND MIDLAND,17.88888888888889,161,9
DANFORTH AND MONARCH,13.5,54,4
DANFORTH AND MONARCH P,10.0,30,3
DANFORTH AND MORTON,0.0,0,1
DANFORTH AND N WOODROW,0.0,0,1
DANFORTH AND NESTON,37.5,75,2
DANFORTH AND PAPE,29.636363636363637,326,11
DANFORTH AND PARKETTE,121.0,242,2
DANFORTH AND PHARMACY,66.71428571428571,467,7
DANFORTH AND PILKINGTO,16.0,16,1
DANFORTH AND PLAYTER,10.0,10,1
DANFORTH AND RHODES,15.0,15,1
DANFORTH AND ROBINSON,15.0,15,1
DANFORTH AND ROSEHEATH,72.0,72,1
DANFORTH AND SCOTIA,16.0,16,1
DANFORTH AND SEMINOLE,9.0,18,2
DANFORTH AND SIBLEY,40.92307692307692,532,13
DANFORTH AND ST CLAIR,22.2,222,10
DANFORTH AND ST DUNSTO,0.0,0,1
DANFORTH AND THORA,16.0,16,1
DANFORTH AND TRENT,0.0,0,1
DANFORTH AND TRUDELLE,11.5,46,4
DANFORTH AND TYNE,9.0,9,1
DANFORTH AND VICTORIA,21.17948717948718,826,39
DANFORTH AND WARDEN,17.31578947368421,658,38
DANFORTH AND WINTER,0.0,0,1
DANFORTH AND WOLFE,14.75,59,4
DANFORTH AND WOODBINE,9.375,75,8
DANFORTH AND WOODINGTO,20.0,20,1
DANFORTH AND WOODMOUNT,14.0,14,1
DANFORTH AV AND BIRCHM,60.0,60,1
DANFORTH AVE AND BIRCH,60.0,60,1
DANFORTH AVE AND DANFO,38.0,228,6
DANFORTH AVE AND DAWES,12.666666666666666,38,3
DANFORTH AVE AND DUNST,22.0,22,1
DANFORTH AVE AND JONES,30.0,30,1
DANFORTH AVE AND MONAR,12.0,12,1
DANFORTH AVE AND PAPE,15.0,15,1
DANFORTH AVE AND ROBIN,0.0,0,2
DANFORTH AVE AND SIBLE,0.0,0,1
DANFORTH AVE AND VICTO,15.0,15,1
DANFORTH AVE AND WARDE,5.4,27,5
DANFORTH AVENUE AND LI,17.0,17,1
DANFORTH AVENUE AND WE,15.0,15,1
DANFORTH DIVISION,0.0,0,3
DANFORTH HAND EGLINTON,0.0,0,1
DANFORTH RD AND BIRCHM,22.0,22,1
DANFORTH RD AND BRIMLE,69.5,139,2
DANFORTH RD AND DANFOR,0.0,0,1
DANFORTH RD AND DAWES,10.0,20,2
DANFORTH RD AND EGLINT,10.0,10,1
DANFORTH RD AND ELWARD,18.0,18,1
DANFORTH RD AND HOLLYH,10.0,10,1
DANFORTH RD AND MAIN,8.0,8,1
DANFORTH RD AND NORTH,9.0,9,1
DANFORTH RD AND PILKIN,10.0,10,1
DANFORTH RD AND SEMINO,12.0,12,1
DANFORTH RD AND ST CLA,20.0,20,1
DANFORTH RD AND TRUDEL,10.0,10,1
DANFORTH RD AND WARDEN,11.5,69,6
DANFORTH ROAD AND ST.,30.0,30,1
DANFORTHA ND COXWELL,10.0,10,1
DANFOTH AND PAPE,0.0,0,1
DANFROTH AND LEYTON,15.0,15,1
DANFROTH AND MAIN,16.0,16,1
DANTON AND MACEY,0.0,0,1
DAVEAN AND WOODSNORTH,22.0,22,1
DAVEAN AND WOODSWORTH,23.571428571428573,165,7
DAVEAN AND WOODWORTH,25.0,25,1
DAVENPORT (SYMINGTON A,37.0,37,1
DAVENPORT AND ALBERTA,0.0,0,1
DAVENPORT AND AVENUE,50.4,504,10
DAVENPORT AND AVENUE T,98.0,98,1
DAVENPORT AND BATHRUST,0.0,0,1
DAVENPORT AND BATHURST,51.86666666666667,778,15
DAVENPORT AND BEDFORD,311.6666666666667,935,3
DAVENPORT AND BELMONT,38.6,193,5
DAVENPORT AND BERRYMAN,21.0,42,2
DAVENPORT AND CALADONI,0.0,0,1
DAVENPORT AND CALEDONI,30.0,30,1
DAVENPORT AND CHRISTIE,57.8,289,5
DAVENPORT AND DARTWELL,22.0,22,1
DAVENPORT AND DOVERCOU,110.0,110,1
DAVENPORT AND DUFFERIN,24.857142857142858,174,7
DAVENPORT AND DUNDAS,10.0,10,1
DAVENPORT AND DUPONT,23.526315789473685,447,19
DAVENPORT AND EMERSON,105.0,105,1
DAVENPORT AND LANSDOWN,26.0,104,4
DAVENPORT AND LAUGHTON,53.166666666666664,319,6
DAVENPORT AND MACPHERS,5.0,5,1
DAVENPORT AND NEW,22.0,22,1
DAVENPORT AND OAKWOOD,23.88888888888889,215,9
DAVENPORT AND OLD WEST,15.0,30,2
DAVENPORT AND OSLER,42.714285714285715,598,14
DAVENPORT AND OSLER ST,39.0,39,1
DAVENPORT AND OSSINGTO,32.5,195,6
DAVENPORT AND SHAW,15.0,15,1
DAVENPORT AND SPADINA,0.0,0,1
DAVENPORT AND SYMINGTO,20.88235294117647,355,17
DAVENPORT AND WALMER,24.5,49,2
DAVENPORT AND WELMER,0.0,0,1
DAVENPORT AND YONGE,0.0,0,1
