Station,mean,sum,count
DAVENPORT BUILDING -,0.0,0,1
DAVENPORT CLOSED GILLE,134.0,134,1
DAVENPORT RD AND AVENU,30.0,30,1
DAVENPORT RD AND SYMIN,15.0,15,1
DAVERNPORT AND OLD WES,0.0,0,1
DAVESVILLE AND MT PLEA,91.0,91,1
DAVISIVILLE AND YONGE,30.0,30,1
DAVISVILL AND YONGE,25.0,25,1
DAVISVILLE AND ACACIA,10.0,30,3
DAVISVILLE AND BAYVIEW,30.333333333333332,273,9
DAVISVILLE AND BELLE A,126.0,378,3
DAVISVILLE AND CLEVELA,34.75,139,4
DAVISVILLE AND FOREMAN,928.0,928,1
DAVISVILLE AND FORMAN,110.0,330,3
DAVISVILLE AND FORSYTH,45.0,45,1
DAVISVILLE AND MCCORD,18.0,18,1
DAVISVILLE AND MOUNT P,53.09090909090909,584,11
DAVISVILLE AND MT PLEA,18.0,18,1
DAVISVILLE AND MT. PLE,10.0,20,2
DAVISVILLE AND PAILTON,20.571428571428573,144,7
DAVISVILLE AND THE BRI,0.0,0,1
DAVISVILLE AND Y ONGE,22.0,22,1
DAVISVILLE AND YONGE,20.875,501,24
DAVISVILLE AND YONGE S,0.0,0,1
DAVISVILLE AT FORMAN,26.0,26,1
DAVISVILLE CARHOUSE,0.0,0,1
DAVISVILLE E OF PAILTO,10.0,10,1
DAVISVILLE STATION,23.53125,3012,128
DAVISVILLE STATION (EN,439.0,439,1
DAVISVILLE STATION (TU,18.0,18,1
DAVISVILLE STATION BUS,22.0,22,1
DAVISVILLE STN TO YORK,0.0,0,1
DAVISVILLE YARD,0.0,0,5
DAVSIVILLE AND MOUNT P,10.0,10,1
DAWES AND BALFOUR,10.0,10,1
DAWES AND BERTH,10.0,10,1
DAWES AND BETH,5.0,10,2
DAWES AND BRENTON,12.0,12,1
DAWES AND CRECENT TOWN,24.0,24,1
DAWES AND CRESENT TOWN,42.5,85,2
DAWES AND DANFORTH,10.0,20,2
DAWES AND DENTONIA,10.0,20,2
DAWES AND DENTONIA PAR,10.0,20,2
DAWES AND DOLLER,0.0,0,1
DAWES AND DONORA,12.0,24,2
DAWES AND FERRIS,14.2,71,5
DAWES AND GOODWOOD PAR,6.666666666666667,20,3
DAWES AND GOVER,10.0,10,1
DAWES AND GOWER,22.333333333333332,134,6
DAWES AND PARK VISTA,11.0,22,2
DAWES AND VICTORIA PAR,10.0,10,1
DAWES RD AND DENTONIA,0.0,0,1
DE BOERS AND OLD TORON,11.0,11,1
DEAN PARK AND SHEPPARD,15.0,15,1
DEAUVILLE AND GRENOBLE,0.0,0,1
DEAUVILLE AND ST DENNI,5.5,44,8
DEAUVILLE AND ST. DENN,0.0,0,1
DEAUVILLE LANE AND GRE,6.0,6,1
DEAUVILLE LANE AND ST,0.0,0,1
DEAUVILLE LN AND ST. D,9.0,9,1
DELAWARE SUBSTATION,0.0,0,1
DENISON AND JANE,15.0,30,2
DENTON AND MACEY,10.0,80,8
DENTON AND MADELAINE,5.0,10,2
DENTON AND PHARMACY,26.0,26,1
DENTON AND ST DUNSTAN,16.333333333333332,49,3
DENTON AND VICTORIA PA,12.666666666666666,38,3
DENVALE AND ST CLAIR,0.0,0,1
DERRYDOWN AND BROADOAK,15.0,15,1
DEXTON AND MACEY,10.0,10,1
DINGWALL AND CARLAW,9.0,9,1
DINGWALL AND CARLAW (W,8.0,8,1
DINGWALL AND PAPE,9.0,9,1
DIRECTOR CT AND STEELE,15.0,15,1
DISCO AND ATTWELL,56.857142857142854,398,7
DISCO AND ATWELL,16.0,16,1
DISCO AND BROCKPORT,23.0,23,1
DISCO AND CARLINGVIEW,216.0,864,4
DIXFIELD AND WELLESWOR,0.0,0,1
DIXION AND CELESTINE,29.0,29,1
DIXION AND HIGHWAY 427,9.0,9,1
DIXN AND CARLINGTONQ,20.0,20,1
DIXON AND ATTWELL,13.0,65,5
DIXON AND ATWELL,17.5,35,2
DIXON AND CARLINGVIEW,19.869565217391305,457,23
DIXON AND CELESTINE,11.5,46,4
DIXON AND CELESTINE DR,21.0,42,2
DIXON AND CHETTA,15.0,30,2
DIXON AND CITY VIEW DR,20.0,20,1
DIXON AND DIXINGTON,14.5,29,2
DIXON AND GOLFWOODB,20.0,20,1
DIXON AND GOLLFWOOD HE,18.0,18,1
DIXON AND HAVENRIDGE,20.0,40,2
DIXON AND HWY 27,20.0,20,1
DIXON AND INCLIFFE,55.0,55,1
DIXON AND ISLINGTON,33.125,1325,40
DIXON AND JETLINER,30.0,30,1
DIXON AND KELFIELD,18.5,74,4
DIXON AND KILPING,10.0,10,1
DIXON AND KIPLING,19.87878787878788,656,33
DIXON AND MARTIN GROVE,16.384615384615383,213,13
DIXON AND MARTINGROVE,65.0,130,2
DIXON AND MCMANUS,15.0,45,3
DIXON AND NORTHCREST,68.0,68,1
DIXON AND RIVERVIEW,22.0,44,2
DIXON AND RIVERVIEW HE,16.0,32,2
DIXON AND ROXALINE,20.666666666666668,62,3
DIXON AND ROYAL YORK,16.23076923076923,211,13
DIXON AND SCARLETT,18.0,18,1
DIXON AND SKYWAY,15.285714285714286,107,7
DIXON AND ST PHILIPS,319.0,638,2
DIXON AND ST PHILLIPS,30.0,30,1
DIXON AND WINCOTT,20.0,100,5
DIXON ROAD,14.0,14,1
DIXON WEST OF MARTIN G,20.0,20,1
DNCAN MILLS AND LESMIL,20.0,20,1
DOCKSIDE AND KNAPP,13.0,13,1
DOCKSIDE AND LAKESHORE,8.5,17,2
DOCKSIDE AND QUEEN'S Q,47.666666666666664,143,3
DOCKSIDE AND QUEENS QU,12.857142857142858,180,14
DOIN MILLS AND LAWRENC,10.0,10,1
DON AND EGLINTON,0.0,0,1
DON CASTER AND CHISHOL,20.0,20,1
DON LAKE AND BATHURST,5.4,54,10
DON LAKE AND BATHUST,10.0,10,1
DON MILL,0.0,0,1
DON MILL AND EGLINTON,50.0,50,1
DON MILL AND GATEWAY,6.0,6,1
DON MILL AND OVERLEA,5.0,5,1
DON MILL AND YORK MILL,10.0,10,1
DON MILL STATION,16.25,130,8
DON MILLS,11.2,56,5
DON MILLS AND BARBER G,44.375,355,8
DON MILLS AND BOND,0.0,0,1
DON MILLS AND CHIPPING,4.0,20,5
DON MILLS AND CLIFFWOO,9.2,46,5
DON MILLS AND CLIFTWOO,0.0,0,1
DON MILLS AND CLOCK TO,12.666666666666666,38,3
DON MILLS AND DEEFRORD,21.0,21,1
DON MILLS AND DON WAY,26.25,105,4
DON MILLS AND DONWAY,30.0,30,1
DON MILLS AND DUNCAN M,4.777777777777778,43,9
DON MILLS AND EESTERBR,8.0,8,1
DON MILLS AND EGLINTO,6.0,6,1
DON MILLS AND EGLINTON,8.768518518518519,947,108
DON MILLS AND ESTERBRO,15.0,105,7
DON MILLS AND FAIR VIE,10.0,10,1
DON MILLS AND FAIRVIE,10.0,10,1
DON MILLS AND FAIRVIEW,11.25,45,4
DON MILLS AND FARMCOTE,4.25,17,4
DON MILLS AND FINCH,8.2,205,25
DON MILLS AND FINCH TO,0.0,0,1
DON MILLS AND FOREST H,0.0,0,1
DON MILLS AND FRESH ME,6.0,6,1
DON MILLS AND FRESHMEA,9.3,186,20
DON MILLS AND GATEWAY,11.975,479,40
DON MILLS AND GEORGE H,6.0,6,1
DON MILLS AND GODSTONE,7.8,39,5
DON MILLS AND GOODVIEW,14.75,59,4
DON MILLS AND GRAYDON,7.375,118,16
DON MILLS AND GREEN BE,5.111111111111111,46,9
DON MILLS AND GREENBEL,35.333333333333336,106,3
DON MILLS AND HAVENBRO,5.0,10,2
DON MILLS AND HELEN,5.0,10,2
DON MILLS AND HELEN LU,6.0,36,6
DON MILLS AND HELLEN,0.0,0,1
DON MILLS AND KERN,2.3333333333333335,7,3
DON MILLS AND KERN ROA,10.0,10,1
DON MILLS AND LAPWORTH,16.0,16,1
DON MILLS AND LAWRENCE,7.891891891891892,292,37
DON MILLS AND LEGATO,9.0,9,1
DON MILLS AND LEITH HI,10.0,30,3
DON MILLS AND MALLARD,9.0,9,1
DON MILLS AND MARBLEMO,10.0,10,1
DON MILLS AND MC NICOL,8.0,8,1
DON MILLS AND MCNICOLL,7.833333333333333,47,6
DON MILLS AND MILLWOOD,0.0,0,2
DON MILLS AND MOATFIEL,10.0,10,1
DON MILLS AND MOGUL,8.5,17,2
DON MILLS AND MOGUL DR,0.0,0,1
DON MILLS AND NORTH YO,20.0,20,1
DON MILLS AND O'CONNER,21.0,21,1
DON MILLS AND OVERLEA,4.344827586206897,126,29
DON MILLS AND OVERLEAA,0.0,0,1
DON MILLS AND OVERLEAS,10.0,10,1
DON MILLS AND PARKWAY,19.181818181818183,211,11
DON MILLS AND PARKWY F,0.0,0,1
DON MILLS AND PREMIER,10.0,10,1
DON MILLS AND ROCHEFOR,8.0,16,2
DON MILLS AND SENECA H,10.5,21,2
DON MILLS AND SHADBERR,9.0,36,4
DON MILLS AND SHEPPARD,14.264705882352942,485,34
DON MILLS AND ST DENNI,10.16,254,25
DON MILLS AND STEELES,14.857142857142858,312,21
DON MILLS AND THE DON,15.0,15,1
DON MILLS AND THE DONW,10.090909090909092,111,11
DON MILLS AND TOWN SEN,25.0,25,1
DON MILLS AND VAN HORN,6.333333333333333,38,6
DON MILLS AND WYNDFORD,9.0,9,1
DON MILLS AND WYNFORD,7.7101449275362315,532,69
DON MILLS AND YORK MIL,14.464285714285714,405,28
DON MILLS AND YORK MLL,10.0,10,1
DON MILLS ANSD OVERLEA,0.0,0,1
DON MILLS AT EGLINTON,8.0,8,1
DON MILLS AT YORK MILL,6.0,6,1
DON MILLS BETWEEN ST D,0.0,0,1
DON MILLS OR GRAYDON H,9.0,9,1
DON MILLS RD,9.0,9,1
DON MILLS RD AND GATEW,0.0,0,1
DON MILLS STATAION,10.0,10,1
DON MILLS STATION,14.0509337860781,8276,589
DON MILLS STATION (SPA,10.0,10,1
DON MILLS STATION - EX,20.0,20,1
DON MILLS STATION TO M,0.0,0,1
DON MILLS STATION TO R,0.0,0,1
DON MILLS STATOIN,0.0,0,1
DON MILLS STYATION,8.0,8,1
DON MILLS SUBSTATION,0.0,0,1
DON MILLSSTATION,15.0,15,1
DON MILS AND DUNCAN,6.0,6,1
DON MILS AND THE DONWA,8.0,8,1
DON MILS STATION,12.0,12,1
DON MILSD AND DON WAY,116.0,116,1
DON VALLEY PARKWAY AND,0.0,0,1
DON VALLEY PARKWAY STA,8.0,8,1
DON VALLEY STATION,9.851851851851851,266,27
DON VALLY STATION,9.0,9,1
DON WAY AND LAWRENCE,0.0,0,1
DON WAY WEST AND LAWRE,30.0,30,1
DONAWAY AND LAWRENCE,133.0,133,1
DONCASTER AND BARRINGT,10.0,10,1
DONCASTER AND MAIN,18.5,185,10
DONCLIFFE AND GLEN ECH,27.0,27,1
DONCLIFFE LOOP,25.5,102,4
DONCLIFFE LOOP (MOUNT,25.0,25,1
DONCLIFFE LOOP (MT PLE,15.0,30,2
DONDONLANDS AND COSBUR,21.0,21,1
DONLAND AND O'CONNOR,15.0,15,1
DONLAND STATION,19.0,38,2
DONLANDS AND DANFORTH,13.0,13,1
DONLANDS AND ELMSDALE,18.333333333333332,55,3
DONLANDS AND FLOYD,15.0,15,1
DONLANDS AND MEMORIAL,6.0,6,1
DONLANDS AND MILLWOOD,9.5,19,2
DONLANDS AND MILVERTON,15.0,15,1
DONLANDS AND MORTIMER,33.5,67,2
DONLANDS AND MORTIRMER,20.0,20,1
DONLANDS AND O CONNOR,11.0,11,1
DONLANDS AND O'CONNER,15.0,15,1
DONLANDS AND O'CONNOR,12.090909090909092,133,11
DONLANDS AND OVERLEA T,0.0,0,3
DONLANDS AND PAPE,95.0,95,1
DONLANDS AND PAPE - AT,13.0,13,1
DONLANDS AND PLAINS,16.0,16,1
DONLANDS AND SAMMON,23.0,69,3
DONLANDS AND STRATHMOR,29.6,148,5
DONLANDS AND TORRENS,0.0,0,1
DONLANDS AND WOLVERTON,66.0,66,1
DONLANDS AND WOODVILLE,16.0,32,2
DONLANDS STATION,15.51685393258427,1381,89
DONLANDS STATION (OUTS,10.0,10,1
DONLANDS STATIONS,0.0,0,1
DONMILLS AND EGLINTON,46.5,93,2
DONMILLS AND FAIRVIEW,9.0,9,1
DONMILLS AND FRESHMEAD,11.0,11,1
DONMILLS AND GATEWAY,42.0,42,1
DONWAY AND GREENLAND,30.0,30,1
DONWAY AND LAWRENCE,26.666666666666668,240,9
DONWAY EAST AND LAWREN,30.0,30,1
DONWAY WEST AND DON MI,391.0,391,1
DONWAY WEST AND LAWREN,20.0,60,3
DORIS BETWEEN GREENFIE,60.0,60,1
DOUGLAS AND AVENUE,9.0,9,1
DOUGLAS AND DOUGLAS,20.0,20,1
DOUGLAS AND GLEN,92.33333333333333,277,3
DOUGLAS DRIVE AND GLEN,20.0,20,1
DOURO AND KING,10.0,10,1
DOVERCOURT AND BLOOR,71.0,71,1
DOVERCOURT AND DAVENPO,17.75,71,4
DOVERCOURT AND DUPONT,26.5,212,8
DOVERCOURT AND GEARY,12.0,60,5
DOVERCOURT AND HALLAM,21.625,173,8
DOVERCOURT AND NORTH H,20.0,20,1
DOVERCOURT AND NORTHHU,70.625,565,8
DOVERCOURT AND NORTHUM,25.88888888888889,233,9
DOVERCOURT AND NOTHUMB,15.0,15,1
DOVERCOURT AND SHANLEY,20.0,40,2
DOVERCOURT AND SHANLY,20.0,40,2
DOWNSVIEW PARK AND KEE,23.333333333333332,70,3
DOWNSVIEW PARK AND STA,28.0,56,2
DOWNSVIEW PARK STATION,42.0625,673,16
DOWNSVIEW SUBSTATION,0.0,0,1
DOWNSVIEWS PARK STATIO,30.0,30,1
DOWNVIEW PARK AND KEEL,18.0,18,1
DOWSNVIEW PARK STATION,230.0,230,1
DRAGON ALLEY,8.0,8,1
DREW AND SWISS (324 DR,41.0,41,1
DREWERY AND BATHURST,30.0,30,1
DREWERY AND GRANBROOK,24.0,24,1
DREWERY AND NORWIN,0.0,0,1
DREWERY AND YONGE,10.0,10,1
DREWRY AND ANTIBES,15.0,15,1
DREWRY AND BATHURST,17.75,71,4
DREWRY AND CHELMSFORD,11.0,22,2
DREWRY AND FAIRCHILD,0.0,0,1
DREWRY AND GRANDBROOKE,10.0,10,1
DREWRY AND GRANTBROOK,22.333333333333332,67,3
DREWRY AND HILDA,6.666666666666667,20,3
DREWRY AND MARTON,0.0,0,1
DREWRY AND NORWIN,22.5,45,2
DREWRY AND YONGE,9.166666666666666,55,6
DREWY AVE AND HILDA,0.0,0,1
DRIFTWOOD AND COBBLER,15.0,15,1
DRIFTWOOD AND DRIFTWOO,11.0,11,1
DRIFTWOOD AND FINCH,18.133333333333333,272,15
DRIFTWOOD AND GRANDRAV,20.0,60,3
DRIFTWOOD AND JANE,21.1875,339,16
DRIFTWOOD AND LASKAY,9.0,18,2
DRIFTWOOD AND NISKA,10.0,20,2
DRIFTWOOD AND STONG,17.5,70,4
DRIFTWOOD AND STRONG,20.0,20,1
DRIFTWOOD AND TOPCLIF,20.0,20,1
DRIFTWOOD AND TOPCLIFF,13.444444444444445,121,9
DRIFTWOOD AND WILMONT,14.25,57,4
DRIFTWOOD AND YEWTREE,18.375,147,8
DRIFTWOOD AND YORKWOOD,26.0,182,7
DRIFTWOOD AVE AND FINC,10.0,10,1
DRIFTWOOD COMMUNITY CE,0.0,0,1
DRITFWOOD AND YEWTREE,75.0,75,1
DSNFORTH AND WARDEN,18.0,18,1
DUDAS AND ACORN,30.0,30,1
DUFERIN AND DUFFERIN P,10.0,10,1
DUFERIN AND EGLINTON,20.0,20,1
DUFERIN AND STEELES,30.0,30,1
DUFERIN AND YORK UNIVE,10.0,10,1
DUFERIN GATE LOOP,9.0,9,1
DUFFEIN FROM OVERBROOK,133.0,133,1
DUFFEIRN AND SAMOR,10.0,10,1
DUFFEIRN BETWEENT AUBU,183.0,183,1
DUFFERI AND SHANLY,10.0,10,1
DUFFERIN & GORDON,16.0,16,1
DUFFERIN & SAMOR,0.0,0,1
DUFFERIN (LAWRENCE TO,0.0,0,1
DUFFERIN ADN EGLINTON,15.0,15,1
DUFFERIN ADN JANE OSLE,0.0,0,1
DUFFERIN ADN LAWRENCE,8.0,8,1
DUFFERIN ADN QUEEN,0.0,0,1
DUFFERIN AMD DOLOMITE,0.0,0,1
DUFFERIN AND 401,4.0,8,2
DUFFERIN AND ALMA,9.0,36,4
DUFFERIN AND ALMA AVE,20.0,20,1
DUFFERIN AND ANTHONY,10.0,10,1
DUFFERIN AND APEX,11.142857142857142,78,7
DUFFERIN AND APEX RD,8.0,8,1
DUFFERIN AND ARMSTRONG,16.0,16,1
DUFFERIN AND ASCOT,34.666666666666664,208,6
DUFFERIN AND AUBURN,5.75,46,8
DUFFERIN AND BANK,0.0,0,1
DUFFERIN AND BATHURST,0.0,0,1
DUFFERIN AND BELGRAVIA,8.0,8,1
DUFFERIN AND BENTWORTH,17.25,69,4
DUFFERIN AND BILL BISH,0.0,0,1
DUFFERIN AND BILLY BIS,7.6,76,10
DUFFERIN AND BLOOR,16.60759493670886,1312,79
DUFFERIN AND BOWIE,12.5625,201,16
DUFFERIN AND BRANDON,16.25,130,8
DUFFERIN AND BRENTWORT,0.0,0,1
DUFFERIN AND BRIAN HIL,10.0,10,1
DUFFERIN AND BRIAR HIL,10.142857142857142,71,7
DUFFERIN AND BRIDGELAN,5.0,20,4
DUFFERIN AND CASTFIELD,8.0,8,1
DUFFERIN AND CASTLEFIE,10.333333333333334,217,21
DUFFERIN AND CELT,8.0,24,3
DUFFERIN AND CHANDOS,0.0,0,1
DUFFERIN AND CLAVER,16.0,16,1
DUFFERIN AND CLAVIER,8.0,8,1
DUFFERIN AND CLOVERLAW,62.0,124,2
DUFFERIN AND COLLEGE,8.8,176,20
DUFFERIN AND CONFEDERA,23.0,23,1
DUFFERIN AND CROATIA,9.8,49,5
DUFFERIN AND DANE,10.0,40,4
DUFFERIN AND DAVENPORT,36.829787234042556,1731,47
DUFFERIN AND DAVEPORT,8.0,8,1
DUFFERIN AND DOLOMITE,11.285714285714286,79,7
DUFFERIN AND DUFFERIN,11.565217391304348,266,23
DUFFERIN AND DUNDAS,7.465116279069767,321,43
DUFFERIN AND DUNDAS ST,16.0,16,1
DUFFERIN AND DUPONT,23.02777777777778,829,36
DUFFERIN AND EGLINTON,13.060869565217391,1502,115
DUFFERIN AND EVERSFIEL,13.466666666666667,202,15
DUFFERIN AND FINCH,14.875,357,24
DUFFERIN AND FINCH (SO,0.0,0,1
DUFFERIN AND FITZGERAL,12.0,12,1
DUFFERIN AND FLORENCE,6.0,12,2
DUFFERIN AND GEARY,13.0,26,2
DUFFERIN AND GEARY AVE,10.0,10,1
DUFFERIN AND GERRY FIT,39.0,78,2
DUFFERIN AND GIBSON,10.5,84,8
DUFFERIN AND GLEN BELL,13.333333333333334,40,3
DUFFERIN AND GLEN PARK,15.0,15,1
DUFFERIN AND GLENCAIRN,8.444444444444445,152,18
DUFFERIN AND GLENCARIN,10.0,60,6
DUFFERIN AND GLENGROVE,9.5,57,6
DUFFERIN AND GOODWOOD,5.0,5,1
DUFFERIN AND GORDON,12.0,84,7
DUFFERIN AND HALLAM,6.875,55,8
DUFFERIN AND HIGHWAY 4,4.5,9,2
DUFFERIN AND HOLMESDAL,11.777777777777779,106,9
DUFFERIN AND HOLMSDALE,8.0,8,1
DUFFERIN AND HOMESDALE,77.0,77,1
DUFFERIN AND HOPE,14.4,72,5
DUFFERIN AND HOPE ST,5.0,5,1
DUFFERIN AND HOPE STRE,8.0,8,1
DUFFERIN AND HORBURN,0.0,0,1
DUFFERIN AND HUNTER,13.333333333333334,40,3
DUFFERIN AND JANE,22.2,111,5
DUFFERIN AND JANE OLSE,8.0,8,1
DUFFERIN AND JANE OSLE,9.785714285714286,137,14
DUFFERIN AND JANE OYST,8.0,8,1
DUFFERIN AND KENNARD,30.0,30,1
DUFFERIN AND KEYCREST,14.0,14,1
DUFFERIN AND KEYWEST,8.25,33,4
DUFFERIN AND KING,9.75,390,40
DUFFERIN AND LANE N PE,16.0,16,1
DUFFERIN AND LANE NORT,8.0,8,1
DUFFERIN AND LANSDOWNE,30.0,30,1
DUFFERIN AND LAPPIN,10.5,42,4
DUFFERIN AND LAWRENCE,17.901408450704224,2542,142
DUFFERIN AND LAWRENCE.,16.0,16,1
DUFFERIN AND LIBERTY,9.423076923076923,245,26
DUFFERIN AND LINDSEY,12.0,24,2
DUFFERIN AND MARTIN,30.2,151,5
DUFFERIN AND MARTIN RO,23.0,46,2
DUFFERIN AND MCADAM,40.5,162,4
DUFFERIN AND MCADAMS,4.0,4,1
DUFFERIN AND MELBORUNE,0.0,0,1
DUFFERIN AND MELBOURNE,18.2,91,5
DUFFERIN AND MORRISON,8.0,8,1
DUFFERIN AND MORRRISON,12.0,12,1
DUFFERIN AND NORTON,8.0,16,2
DUFFERIN AND ORFUS,8.846153846153847,115,13
DUFFERIN AND OVERBROOK,65.5,393,6
DUFFERIN AND PLAYFAIR,23.375,187,8
DUFFERIN AND PRESTON,41.5,166,4
DUFFERIN AND PRINCESS,2.6666666666666665,8,3
DUFFERIN AND QUEEN,11.566666666666666,694,60
DUFFERIN AND RAMSDEN,43.0,43,1
DUFFERIN AND RANEE,11.0,143,13
DUFFERIN AND RIDELLE,8.0,8,1
DUFFERIN AND ROGERS,16.466666666666665,741,45
DUFFERIN AND ROSELAWN,2.6666666666666665,8,3
DUFFERIN AND ROSEMOUNT,8.666666666666666,26,3
DUFFERIN AND ROWAN,9.941176470588236,169,17
DUFFERIN AND S OF FINC,4.0,4,1
DUFFERIN AND SAMOR,9.0,18,2
DUFFERIN AND SASKATCHE,10.333333333333334,31,3
DUFFERIN AND SASKCHEWA,385.0,385,1
DUFFERIN AND SHANLEY,9.333333333333334,28,3
DUFFERIN AND SHANLY,8.0,96,12
DUFFERIN AND SHEPPARD,80.25,321,4
DUFFERIN AND SPARROW,8.0,8,1
DUFFERIN AND SPRINGHUR,17.78787878787879,587,33
DUFFERIN AND SPRINHURS,31.5,63,2
DUFFERIN AND ST CLAIR,8.14,407,50
DUFFERIN AND ST. CLAIR,13.090909090909092,144,11
DUFFERIN AND STANSTEAD,18.0,72,4
DUFFERIN AND STAYNER,8.0,8,1
DUFFERIN AND STEELES,14.854166666666666,713,48
DUFFERIN AND STEEPROCK,20.666666666666668,62,3
DUFFERIN AND SUPERTEST,0.0,0,1
DUFFERIN AND SYLAN,8.0,8,1
DUFFERIN AND SYLVAN,8.833333333333334,212,24
DUFFERIN AND SYLVAN -,8.0,8,1
DUFFERIN AND SYLVAN AV,8.5,17,2
DUFFERIN AND TEMPLE,6.0,18,3
DUFFERIN AND THORNBURN,10.0,10,1
DUFFERIN AND WALLACE,8.0,8,1
DUFFERIN AND WENDERLY,11.75,47,4
DUFFERIN AND WHITLEY,16.0,16,1
DUFFERIN AND WHITMORE,11.8,59,5
DUFFERIN AND WILSON,47.80769230769231,2486,52
DUFFERIN AND WINGOLD,12.0,24,2
DUFFERIN AND YORK,8.0,8,1
DUFFERIN AND YORK UNIV,14.0,14,1
DUFFERIN AND YORKDALE,30.0,210,7
DUFFERIN ANE ORFUS,8.0,8,1
DUFFERIN AT CROATIA,0.0,0,1
DUFFERIN BETWEEN EGLIN,0.0,0,1
DUFFERIN BETWEEN ST CL,0.0,0,1
DUFFERIN GATE,6.833333333333333,41,6
DUFFERIN GATE LOOP,9.89655172413793,861,87
DUFFERIN GATE LOOP - N,8.0,8,1
DUFFERIN LOOP,67.2,672,10
DUFFERIN N OF KING,30.0,30,1
DUFFERIN SOUTH OF KING,10.0,10,1
DUFFERIN STATION,32.81818181818182,361,11
DUFFERINA AND BOWIE,5.0,5,1
DUFFERINA ND ROGERS,0.0,0,1
DUFFERINE AND MARTINS,8.0,8,1
DUFFERINE AND WILSON (,0.0,0,1
DUFFERING AND LAWRENCE,8.0,8,1
DUFFERN AND SHANLY,8.0,8,1
DUFFERRIN AND MORRSION,20.0,20,1
DUNAD AND GILMOUR,20.0,20,1
DUNCAN AND DON MILLS,14.0,56,4
DUNCAN AND LESMILL,12.0,12,1
DUNCAN MILL AND DON MI,10.0,20,2
DUNCAN MILL AND VALLEY,13.333333333333334,40,3
DUNCAN MILLS AND DON M,15.6,312,20
DUNCAN MILLS AND VALLE,20.0,20,1
DUNCAN SHOP,0.0,0,6
DUNCAN SHOP - HILLCRES,0.0,0,1
DUNCAN SHOP - NON REVE,0.0,0,1
DUNCAN SHOPS,0.0,0,2
DUNCAN SHOPS DOOR 4,0.0,0,1
DUNCAN SUBSTATION - 29,0.0,0,1
DUNDAD AND OLD DUNDAS,30.0,30,1
DUNDAS ADN ACORN,18.0,18,1
DUNDAS AN EAST MALL,8.0,8,1
DUNDAS AND 427,5.0,10,2
DUNDAS AND 427 N RAMP,0.0,0,1
DUNDAS AND ACORN,18.666666666666668,224,12
DUNDAS AND ANNETTE,24.6,123,5
DUNDAS AND AUCKLAND,14.2,71,5
DUNDAS AND AUKLAND,11.2,224,20
DUNDAS AND AVONHURST,30.0,30,1
DUNDAS AND BAY,110.0,110,1
DUNDAS AND BELLINGHAM,25.0,25,1
DUNDAS AND BILINGHAM,13.0,13,1
DUNDAS AND BILLINGHAM,11.125,89,8
DUNDAS AND BLOOR,63.25,759,12
DUNDAS AND BLOOR - CLO,15.0,15,1
DUNDAS AND CHELSEA,11.0,22,2
DUNDAS AND CHESTNUT HI,20.0,20,1
DUNDAS AND CLENDENAN,44.2,221,5
DUNDAS AND COLLEGE,75.0,75,1
DUNDAS AND CORDOVA,239.0,478,2
DUNDAS AND DUFFERIN,8.75,70,8
DUNDAS AND DUPONT,19.4,97,5
DUNDAS AND EAST MALL,10.72,536,50
DUNDAS AND EAST MALL C,9.625,77,8
DUNDAS AND EASTMALL,4.0,8,2
DUNDAS AND EDNA,17.0,34,2
DUNDAS AND FISKEN,0.0,0,1
DUNDAS AND GILMOR AVE,367.0,367,1
DUNDAS AND GILMORE,92.0,184,2
DUNDAS AND GILMOUR,21.0,84,4
DUNDAS AND GLENLAKE,19.8,99,5
DUNDAS AND HIGH PARK,26.0,52,2
DUNDAS AND HIGHWAY 427,62.5,125,2
DUNDAS AND HOWLAND,19.25,77,4
DUNDAS AND HUMBER HILL,50.25,201,4
DUNDAS AND HUMBERSIDE,24.0,24,1
DUNDAS AND INDIAN,22.0,22,1
DUNDAS AND INDIAN GROV,30.0,60,2
DUNDAS AND INDIAN RD,24.0,24,1
DUNDAS AND ISLINGTON,19.75,79,4
DUNDAS AND JANE,41.708333333333336,1001,24
DUNDAS AND JARVIS,0.0,0,2
DUNDAS AND JEROME,22.0,22,1
DUNDAS AND JOHN,20.0,20,1
DUNDAS AND JONES,16.0,16,1
DUNDAS AND JOPLING,10.0,10,1
DUNDAS AND KEELE,20.75862068965517,602,29
DUNDAS AND KIPLING,24.375,195,8
DUNDAS AND LANSDOWNE,8.0,16,2
DUNDAS AND MABELLE,74.0,74,1
DUNDAS AND MABLLE,30.0,30,1
DUNDAS AND MAYBELLE,80.0,80,1
DUNDAS AND MICHAEL POW,214.0,214,1
DUNDAS AND MOUNT DENNI,0.0,0,1
DUNDAS AND MUNRO,0.0,0,1
DUNDAS AND NOTTINGHAM,15.0,30,2
DUNDAS AND OAKLAND,20.0,20,1
DUNDAS AND OLD DUNDAS,174.54545454545453,1920,11
DUNDAS AND PACIFIC,24.5,196,8
DUNDAS AND PARLIAMENT,20.0,40,2
DUNDAS AND PAULART,13.166666666666666,79,6
DUNDAS AND POPLAR,13.0,52,4
DUNDAS AND PRINCE EDWA,0.0,0,1
DUNDAS AND PRISCILLA (,0.0,0,1
DUNDAS AND QUEBEC,25.0,25,1
DUNDAS AND REGENT PARK,9.0,18,2
DUNDAS AND RIVER,0.0,0,1
DUNDAS AND RONCESVALLE,8.0,8,1
